From_City,Destination,Destination_Type,Trip_Duration_Days,Activities_Count,Accommodation,Transport_Mode,Package_Type,Budget,Season
coimbatore,bengaluru,Coastal,10,5,Hotel,Car,Luxury,72000,Monsoon
coimbatore,bengaluru,Coastal,5,7,Hotel,Train,Standard,34980,Monsoon
coimbatore,bengaluru,Coastal,2,2,Hotel,Car,Premium,20160,Monsoon
coimbatore,bengaluru,Coastal,8,4,Camping,Train,Luxury,44000,Monsoon
coimbatore,bengaluru,Coastal,6,3,Resort,Bus,Standard,24000,Monsoon
coimbatore,bengaluru,Coastal,2,4,Hotel,Flight,Standard,30720,Monsoon
coimbatore,bengaluru,Coastal,5,7,Resort,Train,Luxury,87450,Monsoon
coimbatore,bengaluru,Coastal,8,2,Resort,Flight,Standard,50400,Monsoon
coimbatore,delhi,City,8,4,Resort,Bus,Premium,42000,Winter
coimbatore,delhi,City,7,6,Hotel,Car,Premium,46200,Winter
coimbatore,delhi,City,6,5,Hotel,Car,Luxury,57600,Winter
coimbatore,delhi,City,7,7,Resort,Bus,Standard,35400,Winter
coimbatore,delhi,City,6,5,Hotel,Car,Standard,28800,Winter
coimbatore,delhi,City,9,7,Camping,Car,Standard,26000,Winter
coimbatore,delhi,City,9,5,Resort,Train,Premium,65835,Winter
coimbatore,delhi,City,3,3,Camping,Car,Luxury,24800,Winter
coimbatore,delhi,City,2,4,Hotel,Car,Standard,19200,Winter
coimbatore,delhi,City,10,4,Resort,Flight,Premium,94080,Winter
coimbatore,delhi,Cultural,6,5,Hotel,Bus,Luxury,46080,Winter
coimbatore,delhi,Cultural,10,8,Camping,Car,Luxury,57600,Winter
coimbatore,delhi,Cultural,6,3,Hotel,Flight,Premium,53760,Winter
coimbatore,delhi,Cultural,2,5,Hotel,Bus,Luxury,34560,Winter
coimbatore,delhi,Cultural,4,6,Resort,Train,Standard,37950,Winter
coimbatore,delhi,Cultural,9,3,Hotel,Train,Premium,45276,Winter
coimbatore,delhi,Cultural,5,3,Hotel,Car,Premium,31079,Winter
coimbatore,delhi,Cultural,4,6,Camping,Train,Standard,20240,Winter
coimbatore,delhi,Cultural,7,8,Hotel,Train,Standard,41580,Winter
coimbatore,delhi,Cultural,3,3,Resort,Train,Standard,25575,Winter
coimbatore,delhi,Historical,6,5,Hotel,Car,Standard,28800,Winter
coimbatore,delhi,Historical,9,6,Resort,Flight,Luxury,146400,Winter
coimbatore,delhi,Historical,7,2,Resort,Train,Standard,32175,Winter
coimbatore,delhi,Historical,5,8,Hotel,Car,Luxury,68400,Winter
coimbatore,delhi,Historical,6,2,Hotel,Car,Premium,30239,Winter
coimbatore,delhi,Historical,3,8,Hotel,Train,Standard,33660,Winter
coimbatore,delhi,Historical,4,2,Hotel,Car,Premium,25200,Winter
coimbatore,delhi,Historical,6,7,Hotel,Car,Premium,47040,Winter
coimbatore,delhi,Historical,7,2,Resort,Train,Premium,45045,Winter
coimbatore,delhi,Historical,5,3,Hotel,Bus,Premium,24864,Winter
coimbatore,delhi,Adventure,8,7,Hotel,Bus,Premium,41664,Summer
coimbatore,delhi,Adventure,10,6,Resort,Train,Premium,73920,Summer
coimbatore,delhi,Adventure,5,6,Hotel,Flight,Luxury,94080,Summer
coimbatore,delhi,Adventure,5,2,Hotel,Bus,Luxury,31680,Summer
coimbatore,delhi,Adventure,7,3,Hotel,Bus,Luxury,41280,Summer
coimbatore,delhi,Adventure,2,5,Hotel,Car,Premium,30239,Summer
coimbatore,delhi,Adventure,8,3,Resort,Flight,Standard,55200,Summer
coimbatore,delhi,Adventure,9,2,Resort,Bus,Premium,37800,Summer
coimbatore,delhi,Adventure,3,3,Hotel,Flight,Standard,29760,Summer
coimbatore,delhi,Adventure,6,6,Hotel,Car,Standard,31200,Summer
coimbatore,delhi,Desert,7,6,Hotel,Car,Luxury,66000,Summer
coimbatore,delhi,Desert,5,5,Hotel,Flight,Luxury,86400,Summer
coimbatore,delhi,Desert,6,8,Camping,Bus,Premium,26880,Summer
coimbatore,delhi,Desert,6,3,Hotel,Flight,Premium,53760,Summer
coimbatore,delhi,Desert,5,2,Hotel,Train,Luxury,43560,Summer
coimbatore,delhi,Desert,7,7,Hotel,Train,Premium,54516,Summer
coimbatore,delhi,Desert,8,6,Resort,Car,Premium,60899,Summer
coimbatore,delhi,Desert,2,8,Resort,Train,Standard,39600,Summer
coimbatore,delhi,Desert,6,5,Resort,Bus,Luxury,57600,Summer
coimbatore,delhi,Desert,3,6,Resort,Flight,Luxury,103200,Summer
coimbatore,delhi,Mountain,10,6,Hotel,Flight,Premium,86016,Summer
coimbatore,delhi,Mountain,5,3,Hotel,Car,Standard,22200,Summer
coimbatore,delhi,Mountain,5,2,Hotel,Train,Standard,21780,Summer
coimbatore,delhi,Mountain,5,3,Resort,Bus,Luxury,44400,Summer
coimbatore,delhi,Mountain,10,6,Resort,Bus,Standard,38400,Summer
coimbatore,delhi,Mountain,8,2,Hotel,Bus,Premium,28224,Summer
coimbatore,delhi,Mountain,2,6,Resort,Bus,Premium,33600,Summer
coimbatore,delhi,Mountain,2,4,Resort,Car,Standard,24000,Summer
coimbatore,delhi,Mountain,6,3,Resort,Flight,Premium,67200,Summer
coimbatore,delhi,Mountain,8,6,Hotel,Train,Premium,53592,Summer
coimbatore,chennai,City,2,8,Resort,Flight,Luxury,115200,Winter
coimbatore,chennai,City,4,5,Hotel,Car,Luxury,50400,Winter
coimbatore,chennai,City,4,5,Resort,Train,Premium,48510,Winter
coimbatore,chennai,City,10,6,Camping,Flight,Premium,57344,Winter
coimbatore,chennai,City,5,5,Hotel,Car,Premium,37800,Winter
coimbatore,chennai,City,5,5,Resort,Bus,Luxury,54000,Winter
coimbatore,chennai,City,2,8,Resort,Bus,Standard,28800,Winter
coimbatore,chennai,City,5,8,Hotel,Car,Luxury,68400,Winter
coimbatore,chennai,City,9,2,Hotel,Car,Luxury,54000,Winter
coimbatore,chennai,City,10,3,Hotel,Train,Premium,48048,Winter
coimbatore,chennai,Coastal,9,2,Camping,Flight,Premium,40320,Monsoon
coimbatore,chennai,Coastal,3,6,Resort,Flight,Standard,51600,Monsoon
coimbatore,chennai,Coastal,3,2,Hotel,Flight,Standard,25920,Monsoon
coimbatore,chennai,Coastal,8,5,Hotel,Bus,Luxury,51840,Monsoon
coimbatore,chennai,Coastal,3,5,Hotel,Flight,Standard,37440,Monsoon
coimbatore,chennai,Coastal,2,5,Hotel,Flight,Luxury,69120,Monsoon
coimbatore,chennai,Coastal,10,2,Hotel,Bus,Premium,32255,Monsoon
coimbatore,chennai,Coastal,2,4,Hotel,Bus,Premium,21504,Monsoon
coimbatore,chennai,Coastal,4,6,Hotel,Train,Premium,42504,Monsoon
coimbatore,chennai,Coastal,7,6,Hotel,Car,Premium,46200,Monsoon
coimbatore,chennai,Beach,10,8,Resort,Car,Luxury,108000,Winter
coimbatore,chennai,Beach,9,6,Camping,Bus,Standard,19520,Winter
coimbatore,chennai,Beach,6,2,Resort,Flight,Luxury,86400,Winter
coimbatore,chennai,Beach,9,2,Resort,Bus,Standard,27000,Winter
coimbatore,chennai,Beach,2,6,Hotel,Car,Luxury,48000,Winter
coimbatore,chennai,Beach,5,4,Hotel,Car,Luxury,49200,Winter
coimbatore,chennai,Beach,10,8,Hotel,Train,Luxury,95040,Winter
coimbatore,chennai,Beach,6,4,Resort,Flight,Luxury,105600,Winter
coimbatore,chennai,Beach,2,8,Camping,Train,Luxury,42240,Winter
coimbatore,chennai,Beach,5,3,Resort,Train,Premium,42735,Winter
coimbatore,chennai,Cultural,7,6,Resort,Flight,Luxury,132000,Winter
coimbatore,chennai,Cultural,9,7,Resort,Bus,Premium,54600,Winter
coimbatore,chennai,Cultural,2,3,Hotel,Car,Standard,16800,Winter
coimbatore,chennai,Cultural,3,7,Hotel,Car,Premium,39480,Winter
coimbatore,chennai,Cultural,8,7,Hotel,Flight,Premium,83328,Winter
coimbatore,chennai,Cultural,2,4,Hotel,Flight,Luxury,61440,Winter
coimbatore,chennai,Cultural,6,3,Resort,Car,Luxury,60000,Winter
coimbatore,chennai,Cultural,9,7,Hotel,Car,Luxury,78000,Winter
coimbatore,chennai,Cultural,5,5,Hotel,Bus,Luxury,43200,Winter
coimbatore,chennai,Cultural,7,7,Hotel,Bus,Premium,39648,Winter
coimbatore,chennai,Historical,3,3,Hotel,Flight,Luxury,59520,Winter
coimbatore,chennai,Historical,10,6,Hotel,Flight,Standard,61440,Winter
coimbatore,chennai,Historical,6,2,Hotel,Train,Premium,33264,Winter
coimbatore,chennai,Historical,9,6,Hotel,Car,Standard,36600,Winter
coimbatore,chennai,Historical,9,3,Resort,Car,Premium,51450,Winter
coimbatore,chennai,Historical,4,2,Hotel,Flight,Luxury,57600,Winter
coimbatore,chennai,Historical,7,5,Resort,Bus,Premium,42840,Winter
coimbatore,chennai,Historical,9,6,Resort,Train,Luxury,100650,Winter
coimbatore,chennai,Historical,6,3,Resort,Bus,Standard,24000,Winter
coimbatore,chennai,Historical,9,6,Resort,Bus,Premium,51240,Winter
coimbatore,chennai,Backwater,5,7,Hotel,Car,Premium,44520,Monsoon
coimbatore,chennai,Backwater,9,5,Hotel,Flight,Standard,54720,Monsoon
coimbatore,chennai,Backwater,2,6,Hotel,Train,Standard,26400,Monsoon
coimbatore,chennai,Backwater,9,6,Hotel,Train,Luxury,80520,Monsoon
coimbatore,chennai,Backwater,8,4,Camping,Car,Standard,20000,Monsoon
coimbatore,chennai,Backwater,7,5,Resort,Flight,Premium,85680,Monsoon
coimbatore,chennai,Backwater,8,5,Hotel,Bus,Standard,25920,Monsoon
coimbatore,chennai,Backwater,9,6,Hotel,Train,Premium,56364,Monsoon
coimbatore,chennai,Backwater,7,7,Hotel,Bus,Premium,39648,Monsoon
coimbatore,chennai,Backwater,7,7,Resort,Train,Standard,48675,Monsoon
coimbatore,kochi,Coastal,6,4,Resort,Flight,Premium,73920,Monsoon
coimbatore,kochi,Coastal,9,3,Resort,Bus,Luxury,58800,Monsoon
coimbatore,kochi,Coastal,2,5,Camping,Bus,Standard,11520,Monsoon
coimbatore,kochi,Coastal,8,5,Hotel,Train,Standard,35640,Monsoon
coimbatore,kochi,Coastal,8,7,Hotel,Car,Standard,37200,Monsoon
coimbatore,kochi,Coastal,7,8,Hotel,Train,Standard,41580,Monsoon
coimbatore,kochi,Coastal,5,6,Hotel,Bus,Premium,32928,Monsoon
coimbatore,kochi,Coastal,5,6,Camping,Flight,Luxury,62720,Monsoon
coimbatore,kochi,Coastal,10,6,Hotel,Bus,Standard,30720,Monsoon
coimbatore,kochi,Coastal,4,8,Resort,Bus,Luxury,64800,Monsoon
coimbatore,kochi,Cultural,10,5,Hotel,Bus,Standard,28800,Winter
coimbatore,kochi,Cultural,7,7,Hotel,Train,Premium,54516,Winter
coimbatore,kochi,Cultural,10,7,Hotel,Flight,Standard,65280,Winter
coimbatore,kochi,Cultural,8,5,Hotel,Car,Standard,32400,Winter
coimbatore,kochi,Cultural,5,4,Resort,Flight,Premium,68880,Winter
coimbatore,kochi,Cultural,9,4,Hotel,Car,Luxury,63600,Winter
coimbatore,kochi,Cultural,6,3,Resort,Flight,Luxury,96000,Winter
coimbatore,kochi,Cultural,3,7,Resort,Train,Luxury,77550,Winter
coimbatore,kochi,Cultural,4,5,Hotel,Bus,Premium,28224,Winter
coimbatore,kochi,Cultural,5,7,Resort,Train,Standard,43725,Winter
coimbatore,kochi,Historical,8,2,Hotel,Car,Luxury,50400,Winter
coimbatore,kochi,Historical,3,3,Resort,Flight,Premium,52080,Winter
coimbatore,kochi,Historical,6,8,Resort,Flight,Luxury,144000,Winter
coimbatore,kochi,Historical,2,6,Camping,Flight,Standard,25600,Winter
coimbatore,kochi,Historical,6,6,Hotel,Car,Luxury,62400,Winter
coimbatore,kochi,Historical,3,2,Hotel,Car,Luxury,32400,Winter
coimbatore,kochi,Historical,3,5,Hotel,Flight,Premium,52416,Winter
coimbatore,kochi,Historical,7,4,Hotel,Train,Premium,43428,Winter
coimbatore,kochi,Historical,5,2,Resort,Car,Standard,24750,Winter
coimbatore,kochi,Historical,9,6,Camping,Train,Premium,37576,Winter
coimbatore,kochi,Backwater,4,7,Hotel,Flight,Luxury,96000,Monsoon
coimbatore,kochi,Backwater,6,8,Hotel,Bus,Standard,28800,Monsoon
coimbatore,kochi,Backwater,7,3,Hotel,Bus,Premium,28895,Monsoon
coimbatore,kochi,Backwater,10,6,Hotel,Flight,Luxury,122880,Monsoon
coimbatore,kochi,Backwater,5,2,Hotel,Flight,Standard,31680,Monsoon
coimbatore,kochi,Backwater,4,2,Hotel,Flight,Premium,40320,Monsoon
coimbatore,kochi,Backwater,7,8,Resort,Flight,Luxury,151200,Monsoon
coimbatore,kochi,Backwater,3,2,Hotel,Flight,Standard,25920,Monsoon
coimbatore,kochi,Backwater,10,7,Hotel,Flight,Standard,65280,Monsoon
coimbatore,kochi,Backwater,3,8,Resort,Flight,Standard,61200,Monsoon
coimbatore,kochi,Island,5,7,Hotel,Train,Standard,34980,Winter
coimbatore,kochi,Island,4,4,Resort,Car,Standard,28500,Winter
coimbatore,kochi,Island,8,4,Resort,Bus,Standard,30000,Winter
coimbatore,kochi,Island,9,5,Resort,Train,Standard,47025,Winter
coimbatore,kochi,Island,6,8,Hotel,Train,Luxury,79200,Winter
coimbatore,kochi,Island,8,4,Hotel,Bus,Premium,33600,Winter
coimbatore,kochi,Island,7,2,Resort,Train,Standard,32175,Winter
coimbatore,kochi,Island,6,5,Resort,Flight,Luxury,115200,Winter
coimbatore,kochi,Island,6,2,Hotel,Car,Premium,30239,Winter
coimbatore,kochi,Island,2,3,Hotel,Train,Luxury,36960,Winter
coimbatore,kochi,City,7,3,Hotel,Flight,Premium,57791,Winter
coimbatore,kochi,City,7,6,Hotel,Flight,Premium,73920,Winter
coimbatore,kochi,City,4,2,Hotel,Train,Luxury,39600,Winter
coimbatore,kochi,City,3,7,Hotel,Train,Premium,43428,Winter
coimbatore,kochi,City,4,8,Hotel,Bus,Standard,25920,Winter
coimbatore,kochi,City,2,8,Resort,Car,Premium,50400,Winter
coimbatore,kochi,City,6,7,Hotel,Bus,Standard,26880,Winter
coimbatore,kochi,City,5,7,Resort,Bus,Luxury,63600,Winter
coimbatore,kochi,City,9,5,Resort,Train,Premium,65835,Winter
coimbatore,kochi,City,6,3,Hotel,Bus,Luxury,38400,Winter
coimbatore,jaipur,Cultural,4,6,Resort,Train,Premium,53130,Winter
coimbatore,jaipur,Cultural,9,6,Resort,Flight,Premium,102480,Winter
coimbatore,jaipur,Cultural,6,7,Hotel,Car,Premium,47040,Winter
coimbatore,jaipur,Cultural,9,5,Hotel,Bus,Premium,38304,Winter
coimbatore,jaipur,Cultural,8,7,Hotel,Train,Luxury,81840,Winter
coimbatore,jaipur,Cultural,9,3,Camping,Bus,Luxury,31360,Winter
coimbatore,jaipur,Cultural,6,2,Resort,Car,Premium,37800,Winter
coimbatore,jaipur,Cultural,9,7,Hotel,Car,Standard,39000,Winter
coimbatore,jaipur,Cultural,2,6,Resort,Flight,Luxury,96000,Winter
coimbatore,jaipur,Cultural,6,4,Hotel,Bus,Luxury,42240,Winter
coimbatore,jaipur,Historical,10,3,Hotel,Bus,Standard,24960,Winter
coimbatore,jaipur,Historical,8,7,Resort,Train,Standard,51150,Winter
coimbatore,jaipur,Historical,3,3,Hotel,Bus,Premium,20832,Winter
coimbatore,jaipur,Historical,7,6,Resort,Train,Luxury,90750,Winter
coimbatore,jaipur,Historical,9,8,Resort,Car,Standard,51750,Winter
coimbatore,jaipur,Historical,6,6,Resort,Car,Standard,39000,Winter
coimbatore,jaipur,Historical,7,7,Hotel,Train,Premium,54516,Winter
coimbatore,jaipur,Historical,3,4,Resort,Train,Standard,28875,Winter
coimbatore,jaipur,Historical,6,7,Camping,Train,Premium,34496,Winter
coimbatore,jaipur,Historical,7,2,Hotel,Bus,Standard,18720,Winter
coimbatore,jaipur,Desert,6,3,Hotel,Train,Premium,36960,Summer
coimbatore,jaipur,Desert,2,7,Hotel,Flight,Luxury,84480,Summer
coimbatore,jaipur,Desert,2,6,Resort,Car,Premium,42000,Summer
coimbatore,jaipur,Desert,5,2,Resort,Bus,Luxury,39600,Summer
coimbatore,jaipur,Desert,7,6,Hotel,Train,Standard,36300,Summer
coimbatore,jaipur,Desert,7,5,Resort,Train,Premium,58904,Summer
coimbatore,jaipur,Desert,2,7,Hotel,Flight,Standard,42240,Summer
coimbatore,jaipur,Desert,3,3,Resort,Bus,Standard,18600,Summer
coimbatore,jaipur,Desert,3,8,Hotel,Car,Standard,30600,Summer
coimbatore,jaipur,Desert,8,4,Hotel,Bus,Standard,24000,Summer
coimbatore,jaipur,City,10,2,Hotel,Train,Premium,44352,Winter
coimbatore,jaipur,City,6,8,Hotel,Flight,Luxury,115200,Winter
coimbatore,jaipur,City,10,6,Resort,Bus,Premium,53760,Winter
coimbatore,jaipur,City,9,2,Hotel,Flight,Standard,43200,Winter
coimbatore,jaipur,City,7,8,Hotel,Car,Premium,52920,Winter
coimbatore,jaipur,City,2,6,Hotel,Train,Luxury,52800,Winter
coimbatore,jaipur,City,2,7,Hotel,Flight,Standard,42240,Winter
coimbatore,jaipur,City,8,7,Resort,Bus,Standard,37200,Winter
coimbatore,jaipur,City,9,5,Resort,Bus,Premium,47880,Winter
coimbatore,jaipur,City,5,3,Hotel,Flight,Premium,49728,Winter
coimbatore,jaipur,Adventure,9,3,Hotel,Car,Premium,41160,Summer
coimbatore,jaipur,Adventure,10,2,Hotel,Train,Luxury,63360,Summer
coimbatore,jaipur,Adventure,9,2,Camping,Flight,Luxury,57600,Summer
coimbatore,jaipur,Adventure,5,5,Camping,Flight,Premium,40320,Summer
coimbatore,jaipur,Adventure,7,3,Resort,Bus,Luxury,51600,Summer
coimbatore,jaipur,Adventure,8,8,Camping,Bus,Premium,29567,Summer
coimbatore,jaipur,Adventure,3,8,Resort,Train,Premium,58904,Summer
coimbatore,jaipur,Adventure,6,4,Resort,Car,Luxury,66000,Summer
coimbatore,jaipur,Adventure,10,7,Hotel,Bus,Luxury,65280,Summer
coimbatore,jaipur,Adventure,7,5,Hotel,Bus,Luxury,48960,Summer
coimbatore,jaipur,Mountain,4,5,Hotel,Bus,Luxury,40320,Summer
coimbatore,jaipur,Mountain,2,2,Hotel,Flight,Premium,32255,Summer
coimbatore,jaipur,Mountain,3,4,Resort,Train,Standard,28875,Summer
coimbatore,jaipur,Mountain,9,4,Hotel,Flight,Luxury,101760,Summer
coimbatore,jaipur,Mountain,9,2,Hotel,Train,Luxury,59400,Summer
coimbatore,jaipur,Mountain,7,7,Hotel,Bus,Standard,28320,Summer
coimbatore,jaipur,Mountain,5,2,Hotel,Flight,Luxury,63360,Summer
coimbatore,jaipur,Mountain,5,2,Hotel,Bus,Luxury,31680,Summer
coimbatore,jaipur,Mountain,6,8,Camping,Flight,Premium,53760,Summer
coimbatore,jaipur,Mountain,8,2,Resort,Flight,Luxury,100800,Summer
coimbatore,varanasi,Cultural,3,8,Resort,Flight,Premium,85680,Winter
coimbatore,varanasi,Cultural,7,7,Hotel,Car,Standard,35400,Winter
coimbatore,varanasi,Cultural,3,8,Hotel,Car,Standard,30600,Winter
coimbatore,varanasi,Cultural,2,3,Hotel,Flight,Luxury,53760,Winter
coimbatore,varanasi,Cultural,8,4,Resort,Train,Luxury,82500,Winter
coimbatore,varanasi,Cultural,9,2,Hotel,Car,Premium,37800,Winter
coimbatore,varanasi,Cultural,3,7,Hotel,Bus,Premium,31583,Winter
coimbatore,varanasi,Cultural,5,6,Resort,Car,Luxury,73500,Winter
coimbatore,varanasi,Cultural,8,3,Hotel,Car,Luxury,55200,Winter
coimbatore,varanasi,Cultural,2,4,Hotel,Bus,Premium,21504,Winter
coimbatore,varanasi,Historical,8,6,Hotel,Bus,Standard,27840,Winter
coimbatore,varanasi,Historical,10,5,Hotel,Bus,Luxury,57600,Winter
coimbatore,varanasi,Historical,9,4,Hotel,Flight,Standard,50880,Winter
coimbatore,varanasi,Historical,4,5,Hotel,Flight,Premium,56448,Winter
coimbatore,varanasi,Historical,5,2,Resort,Car,Luxury,49500,Winter
coimbatore,varanasi,Historical,7,3,Resort,Train,Standard,35475,Winter
coimbatore,varanasi,Historical,2,5,Resort,Train,Premium,41580,Winter
coimbatore,varanasi,Historical,5,7,Hotel,Car,Premium,44520,Winter
coimbatore,varanasi,Historical,6,4,Hotel,Train,Standard,29040,Winter
coimbatore,varanasi,City,8,7,Hotel,Train,Premium,57288,Winter
coimbatore,varanasi,City,8,3,Resort,Train,Luxury,75900,Winter
coimbatore,varanasi,City,5,6,Hotel,Train,Standard,32340,Winter
coimbatore,varanasi,City,4,8,Resort,Flight,Premium,90720,Winter
coimbatore,varanasi,City,3,8,Resort,Train,Premium,58904,Winter
coimbatore,varanasi,City,5,7,Hotel,Flight,Luxury,101760,Winter
coimbatore,varanasi,City,7,2,Resort,Flight,Standard,46800,Winter
coimbatore,varanasi,City,7,7,Camping,Car,Luxury,47200,Winter
coimbatore,varanasi,City,4,4,Hotel,Car,Luxury,45600,Winter
coimbatore,varanasi,City,3,8,Hotel,Car,Standard,30600,Winter
coimbatore,varanasi,Religious,3,7,Resort,Flight,Premium,78960,Winter
coimbatore,varanasi,Religious,4,2,Resort,Flight,Premium,50400,Winter
coimbatore,varanasi,Religious,3,4,Hotel,Train,Luxury,46200,Winter
coimbatore,varanasi,Religious,7,5,Hotel,Flight,Standard,48960,Winter
coimbatore,varanasi,Religious,8,8,Hotel,Flight,Luxury,126720,Winter
coimbatore,varanasi,Religious,9,7,Hotel,Flight,Standard,62400,Winter
coimbatore,varanasi,Religious,3,7,Hotel,Train,Standard,31020,Winter
coimbatore,varanasi,Religious,6,3,Camping,Train,Standard,17600,Winter
coimbatore,varanasi,Religious,3,2,Resort,Bus,Premium,22680,Winter
coimbatore,varanasi,Religious,7,4,Hotel,Flight,Premium,63167,Winter
coimbatore,varanasi,Adventure,6,5,Resort,Train,Premium,55440,Summer
coimbatore,varanasi,Adventure,8,4,Resort,Flight,Standard,60000,Summer
coimbatore,varanasi,Adventure,4,6,Hotel,Flight,Premium,61823,Summer
coimbatore,varanasi,Adventure,6,2,Hotel,Car,Premium,30239,Summer
coimbatore,varanasi,Adventure,2,5,Hotel,Train,Luxury,47520,Summer
coimbatore,varanasi,Adventure,2,8,Resort,Bus,Standard,28800,Summer
coimbatore,varanasi,Adventure,5,2,Hotel,Train,Premium,30491,Summer
coimbatore,varanasi,Adventure,4,2,Camping,Train,Luxury,26400,Summer
coimbatore,varanasi,Adventure,9,7,Hotel,Car,Premium,54600,Summer
coimbatore,varanasi,Adventure,3,8,Hotel,Flight,Premium,68544,Summer
coimbatore,varanasi,Backwater,5,8,Hotel,Flight,Standard,54720,Monsoon
coimbatore,varanasi,Backwater,2,4,Hotel,Bus,Premium,21504,Monsoon
coimbatore,varanasi,Backwater,4,6,Resort,Car,Premium,48300,Monsoon
coimbatore,varanasi,Backwater,10,2,Camping,Flight,Standard,30720,Monsoon
coimbatore,varanasi,Backwater,5,2,Hotel,Flight,Standard,31680,Monsoon
coimbatore,varanasi,Backwater,7,8,Camping,Car,Premium,35280,Monsoon
coimbatore,varanasi,Backwater,3,8,Resort,Car,Premium,53550,Monsoon
coimbatore,varanasi,Backwater,8,2,Hotel,Flight,Luxury,80640,Monsoon
coimbatore,varanasi,Backwater,2,3,Resort,Flight,Premium,47040,Monsoon
coimbatore,varanasi,Backwater,2,4,Hotel,Car,Premium,26880,Monsoon
coimbatore,leh-ladakh,Mountain,3,2,Hotel,Flight,Luxury,51840,Summer
coimbatore,leh-ladakh,Mountain,9,5,Hotel,Flight,Luxury,109440,Summer
coimbatore,leh-ladakh,Mountain,5,2,Resort,Train,Premium,38115,Summer
coimbatore,leh-ladakh,Mountain,9,2,Hotel,Flight,Luxury,86400,Summer
coimbatore,leh-ladakh,Mountain,2,6,Resort,Flight,Premium,67200,Summer
coimbatore,leh-ladakh,Mountain,8,8,Resort,Car,Standard,49500,Summer
coimbatore,leh-ladakh,Mountain,4,6,Hotel,Bus,Standard,22080,Summer
coimbatore,leh-ladakh,Mountain,10,7,Hotel,Flight,Luxury,130560,Summer
coimbatore,leh-ladakh,Mountain,10,4,Hotel,Flight,Premium,75264,Summer
coimbatore,leh-ladakh,Mountain,10,6,Hotel,Bus,Premium,43008,Summer
coimbatore,leh-ladakh,Adventure,5,5,Hotel,Train,Luxury,59400,Summer
coimbatore,leh-ladakh,Adventure,8,6,Hotel,Flight,Luxury,111360,Summer
coimbatore,leh-ladakh,Adventure,8,3,Hotel,Flight,Premium,61823,Summer
coimbatore,leh-ladakh,Adventure,10,3,Hotel,Bus,Standard,24960,Summer
coimbatore,leh-ladakh,Adventure,2,6,Hotel,Flight,Standard,38400,Summer
coimbatore,leh-ladakh,Adventure,7,4,Hotel,Flight,Premium,63167,Summer
coimbatore,leh-ladakh,Adventure,7,2,Resort,Car,Standard,29250,Summer
coimbatore,leh-ladakh,Adventure,5,5,Camping,Flight,Standard,28800,Summer
coimbatore,leh-ladakh,Adventure,3,2,Hotel,Train,Premium,24948,Summer
coimbatore,leh-ladakh,Adventure,9,8,Hotel,Car,Premium,57959,Summer
coimbatore,leh-ladakh,Cultural,2,6,Hotel,Bus,Luxury,38400,Winter
coimbatore,leh-ladakh,Cultural,4,4,Hotel,Flight,Premium,51072,Winter
coimbatore,leh-ladakh,Cultural,3,7,Hotel,Bus,Premium,31583,Winter
coimbatore,leh-ladakh,Cultural,3,5,Resort,Train,Standard,32175,Winter
coimbatore,leh-ladakh,Cultural,6,7,Camping,Bus,Luxury,35840,Winter
coimbatore,leh-ladakh,Cultural,5,7,Hotel,Car,Premium,44520,Winter
coimbatore,leh-ladakh,Cultural,8,7,Resort,Bus,Premium,52080,Winter
coimbatore,leh-ladakh,Cultural,10,2,Hotel,Bus,Standard,23040,Winter
coimbatore,leh-ladakh,Cultural,3,4,Hotel,Car,Luxury,42000,Winter
coimbatore,leh-ladakh,Hill Station,2,2,Hotel,Train,Premium,22176,Summer
coimbatore,leh-ladakh,Hill Station,2,4,Hotel,Flight,Luxury,61440,Summer
coimbatore,leh-ladakh,Hill Station,6,4,Hotel,Train,Standard,29040,Summer
coimbatore,leh-ladakh,Hill Station,7,7,Hotel,Car,Premium,49560,Summer
coimbatore,leh-ladakh,Hill Station,3,6,Hotel,Bus,Luxury,41280,Summer
coimbatore,leh-ladakh,Hill Station,6,3,Resort,Flight,Luxury,96000,Summer
coimbatore,leh-ladakh,Hill Station,3,8,Camping,Car,Luxury,40800,Summer
coimbatore,leh-ladakh,Hill Station,4,5,Hotel,Car,Standard,25200,Summer
coimbatore,leh-ladakh,Hill Station,10,8,Hotel,Flight,Luxury,138240,Summer
coimbatore,leh-ladakh,Hill Station,2,7,Hotel,Flight,Luxury,84480,Summer
coimbatore,auli,Mountain,3,8,Resort,Train,Premium,58904,Summer
coimbatore,auli,Mountain,3,5,Hotel,Flight,Luxury,74880,Summer
coimbatore,auli,Mountain,8,2,Hotel,Car,Premium,35280,Summer
coimbatore,auli,Mountain,9,7,Hotel,Bus,Luxury,62400,Summer
coimbatore,auli,Mountain,6,3,Hotel,Car,Premium,33600,Summer
coimbatore,auli,Mountain,9,2,Hotel,Car,Premium,37800,Summer
coimbatore,auli,Mountain,10,7,Camping,Train,Luxury,59840,Summer
coimbatore,auli,Mountain,4,4,Resort,Car,Premium,39900,Summer
coimbatore,auli,Mountain,9,5,Hotel,Train,Luxury,75240,Summer
coimbatore,auli,Mountain,9,3,Hotel,Train,Standard,32340,Summer
coimbatore,auli,Hill Station,2,3,Hotel,Car,Standard,16800,Summer
coimbatore,auli,Hill Station,3,4,Hotel,Car,Luxury,42000,Summer
